algorytm,reprezentacja,rozmiar,gestosc,powtorzenie,czas(ms),koszt
BellmanFord,List,800,0.5,9,695.602,3215
Prim,Matrix,800,0.5,10,323.862,1276
Prim,List,800,0.5,10,29.476,1412
Kruskal,Matrix,800,0.5,10,12.672,1276
Kruskal,List,800,0.5,10,27.253,1412
Dijkstra,Matrix,800,0.5,10,539.024,27193
Dijkstra,List,800,0.5,10,25.472,5825
BellmanFord,Matrix,800,0.5,10,638.751,27193
BellmanFord,List,800,0.5,10,652.847,5825
Prim,Matrix,800,0.5,11,336.645,1332
Prim,List,800,0.5,11,27.298,1387
Kruskal,Matrix,800,0.5,11,12.188,1332
Kruskal,List,800,0.5,11,25.856,1387
Dijkstra,Matrix,800,0.5,11,542.648,3214
Dijkstra,List,800,0.5,11,32.43,3105
BellmanFord,Matrix,800,0.5,11,652.83,3214
BellmanFord,List,800,0.5,11,687.666,3105
Prim,Matrix,800,0.5,12,328.822,1435
Prim,List,800,0.5,12,35.205,1322
Kruskal,Matrix,800,0.5,12,12.713,1435
Kruskal,List,800,0.5,12,38.936,1322
Dijkstra,Matrix,800,0.5,12,543.926,16180
Dijkstra,List,800,0.5,12,29.835,9302
BellmanFord,Matrix,800,0.5,12,639.555,16180
BellmanFord,List,800,0.5,12,674.385,9302
Prim,Matrix,800,0.5,13,325.187,1362
Prim,List,800,0.5,13,31.045,1300
Kruskal,Matrix,800,0.5,13,12.265,1362
Kruskal,List,800,0.5,13,30.169,1300
Dijkstra,Matrix,800,0.5,13,540.336,208546
Dijkstra,List,800,0.5,13,29.36,164573
BellmanFord,Matrix,800,0.5,13,645.478,208546
BellmanFord,List,800,0.5,13,676.236,164573
Prim,Matrix,800,0.5,14,335.974,1366
Prim,List,800,0.5,14,32.288,1350
Kruskal,Matrix,800,0.5,14,12.575,1366
Kruskal,List,800,0.5,14,30.162,1350
Dijkstra,Matrix,800,0.5,14,568.701,3041
Dijkstra,List,800,0.5,14,27.269,3245
BellmanFord,Matrix,800,0.5,14,657.857,3041
BellmanFord,List,800,0.5,14,678.779,3245
Prim,Matrix,800,0.5,15,566.097,1355
Prim,List,800,0.5,15,22.797,1200
Kruskal,Matrix,800,0.5,15,19.373,1355
Kruskal,List,800,0.5,15,31.334,1200
Dijkstra,Matrix,800,0.5,15,985.517,3072
Dijkstra,List,800,0.5,15,29.36,3931
BellmanFord,Matrix,800,0.5,15,1135.35,3072
BellmanFord,List,800,0.5,15,1043.47,3931
Prim,Matrix,800,0.5,16,551.752,1377
Prim,List,800,0.5,16,27.007,1280
Kruskal,Matrix,800,0.5,16,20.087,1377
Kruskal,List,800,0.5,16,35.926,1280
Dijkstra,Matrix,800,0.5,16,970.183,3023
Dijkstra,List,800,0.5,16,19.77,3422
BellmanFord,Matrix,800,0.5,16,1032.43,3023
BellmanFord,List,800,0.5,16,1040.65,3422
Prim,Matrix,800,0.5,17,546.531,1360
Prim,List,800,0.5,17,23.898,1386
Kruskal,Matrix,800,0.5,17,18.414,1360
Kruskal,List,800,0.5,17,33.332,1386
Dijkstra,Matrix,800,0.5,17,971.196,30061
Dijkstra,List,800,0.5,17,19.373,36539
BellmanFord,Matrix,800,0.5,17,1039.2,30061
BellmanFord,List,800,0.5,17,1044.34,36539
Prim,Matrix,800,0.5,18,549.064,1282
Prim,List,800,0.5,18,20.248,1281
Kruskal,Matrix,800,0.5,18,19.836,1282
Kruskal,List,800,0.5,18,32.34,1281
Dijkstra,Matrix,800,0.5,18,971.023,3384
Dijkstra,List,800,0.5,18,21.936,3208
BellmanFord,Matrix,800,0.5,18,1037.25,3384
BellmanFord,List,800,0.5,18,1045.84,3208
Prim,Matrix,800,0.5,19,560.769,1432
Prim,List,800,0.5,19,21.538,1379
Kruskal,Matrix,800,0.5,19,19.641,1432
Kruskal,List,800,0.5,19,31.662,1379
Dijkstra,Matrix,800,0.5,19,970.16,3887
Dijkstra,List,800,0.5,19,23.173,3810
BellmanFord,Matrix,800,0.5,19,1028.02,3887
BellmanFord,List,800,0.5,19,1038.14,3810
Prim,Matrix,800,0.5,20,563.987,1383
Prim,List,800,0.5,20,21.815,1447
Kruskal,Matrix,800,0.5,20,18.986,1383
Kruskal,List,800,0.5,20,31.586,1447
Dijkstra,Matrix,800,0.5,20,973.725,56436
Dijkstra,List,800,0.5,20,19.491,5379
BellmanFord,Matrix,800,0.5,20,1029.7,56436
BellmanFord,List,800,0.5,20,1052.09,5379
Prim,Matrix,800,0.5,21,548.749,1234
Prim,List,800,0.5,21,25.97,1318
Kruskal,Matrix,800,0.5,21,19.848,1234
Kruskal,List,800,0.5,21,32.291,1318
Dijkstra,Matrix,800,0.5,21,977.725,3142
Dijkstra,List,800,0.5,21,18.839,3293
BellmanFord,Matrix,800,0.5,21,1043.23,3142
BellmanFord,List,800,0.5,21,1041,3293
Prim,Matrix,800,0.5,22,555.791,1456
Prim,List,800,0.5,22,19.643,1358
Kruskal,Matrix,800,0.5,22,18.627,1456
Kruskal,List,800,0.5,22,30.873,1358
Dijkstra,Matrix,800,0.5,22,966.929,3358
Dijkstra,List,800,0.5,22,17.555,3281
BellmanFord,Matrix,800,0.5,22,1028.79,3358
BellmanFord,List,800,0.5,22,1044.09,3281
Prim,Matrix,800,0.5,23,543.612,1381
Prim,List,800,0.5,23,20.401,1352
Kruskal,Matrix,800,0.5,23,19.012,1381
Kruskal,List,800,0.5,23,36.266,1352
Dijkstra,Matrix,800,0.5,23,978.7,217302
Dijkstra,List,800,0.5,23,18.554,391150
BellmanFord,Matrix,800,0.5,23,1036.36,217302
BellmanFord,List,800,0.5,23,1041.74,391150
Prim,Matrix,800,0.5,24,551.461,1188
Prim,List,800,0.5,24,19.79,1344
Kruskal,Matrix,800,0.5,24,18.888,1188
Kruskal,List,800,0.5,24,33.584,1344
Dijkstra,Matrix,800,0.5,24,967.631,113952
Dijkstra,List,800,0.5,24,20.178,156891
BellmanFord,Matrix,800,0.5,24,1034.33,113952
BellmanFord,List,800,0.5,24,1037.18,156891
Prim,Matrix,800,0.5,25,548.09,1371
Prim,List,800,0.5,25,35.603,1246
Kruskal,Matrix,800,0.5,25,19.171,1371
Kruskal,List,800,0.5,25,39.833,1246
Dijkstra,Matrix,800,0.5,25,975.039,16051
Dijkstra,List,800,0.5,25,23.723,81820
BellmanFord,Matrix,800,0.5,25,1038.68,16051
BellmanFord,List,800,0.5,25,1044.65,81820
Prim,Matrix,800,0.5,26,560.623,1382
Prim,List,800,0.5,26,20.016,1262
Kruskal,Matrix,800,0.5,26,19.948,1382
Kruskal,List,800,0.5,26,32.108,1262
Dijkstra,Matrix,800,0.5,26,982.263,3088
Dijkstra,List,800,0.5,26,27.335,2976
BellmanFord,Matrix,800,0.5,26,1079.65,3088
BellmanFord,List,800,0.5,26,1038.8,2976
Prim,Matrix,800,0.5,27,572.607,1225
Prim,List,800,0.5,27,24.859,1392
Kruskal,Matrix,800,0.5,27,19.109,1225
Kruskal,List,800,0.5,27,30.247,1392
Dijkstra,Matrix,800,0.5,27,987.526,3450
Dijkstra,List,800,0.5,27,22.841,3232
BellmanFord,Matrix,800,0.5,27,1030.36,3450
BellmanFord,List,800,0.5,27,1042.27,3232
Prim,Matrix,800,0.5,28,547.226,1288
Prim,List,800,0.5,28,20.522,1305
Kruskal,Matrix,800,0.5,28,19.887,1288
Kruskal,List,800,0.5,28,33.393,1305
Dijkstra,Matrix,800,0.5,28,1014.39,1588613
Dijkstra,List,800,0.5,28,23.654,335476
BellmanFord,Matrix,800,0.5,28,1035.75,1588613
BellmanFord,List,800,0.5,28,1048.66,335476
Prim,Matrix,800,0.5,29,561.804,1313
Prim,List,800,0.5,29,23.811,1389
Kruskal,Matrix,800,0.5,29,19.244,1313
Kruskal,List,800,0.5,29,33.424,1389
Dijkstra,Matrix,800,0.5,29,974.418,2981
Dijkstra,List,800,0.5,29,17.828,3213
BellmanFord,Matrix,800,0.5,29,1033.49,2981
BellmanFord,List,800,0.5,29,1039.32,3213
Prim,Matrix,800,0.5,30,567.861,1311
Prim,List,800,0.5,30,21.033,1246
Kruskal,Matrix,800,0.5,30,18.512,1311
Kruskal,List,800,0.5,30,31.934,1246
Dijkstra,Matrix,800,0.5,30,972.963,4029
Dijkstra,List,800,0.5,30,20.395,3616
BellmanFord,Matrix,800,0.5,30,1041.22,4029
BellmanFord,List,800,0.5,30,1040.65,3616
Prim,Matrix,800,0.5,31,550.877,1318
Prim,List,800,0.5,31,20.106,1363
Kruskal,Matrix,800,0.5,31,19.377,1318
Kruskal,List,800,0.5,31,32.565,1363
Dijkstra,Matrix,800,0.5,31,969.332,3106
Dijkstra,List,800,0.5,31,21.025,2911
BellmanFord,Matrix,800,0.5,31,1047.62,3106
BellmanFord,List,800,0.5,31,1039.14,2911
Prim,Matrix,800,0.5,32,554.808,1196
Prim,List,800,0.5,32,19.575,1376
Kruskal,Matrix,800,0.5,32,18.096,1196
Kruskal,List,800,0.5,32,30.939,1376
Dijkstra,Matrix,800,0.5,32,993.893,3288
Dijkstra,List,800,0.5,32,18.017,3407
BellmanFord,Matrix,800,0.5,32,1028.65,3288
BellmanFord,List,800,0.5,32,1046.46,3407
Prim,Matrix,800,0.5,33,540.601,1288
Prim,List,800,0.5,33,19.615,1388
Kruskal,Matrix,800,0.5,33,18.781,1288
Kruskal,List,800,0.5,33,32.349,1388
Dijkstra,Matrix,800,0.5,33,966.688,3933
Dijkstra,List,800,0.5,33,21.187,4498
BellmanFord,Matrix,800,0.5,33,1036.12,3933
BellmanFord,List,800,0.5,33,1039.83,4498
Prim,Matrix,800,0.5,34,555.616,1378
Prim,List,800,0.5,34,19.487,1255
Kruskal,Matrix,800,0.5,34,19.788,1378
Kruskal,List,800,0.5,34,33.492,1255
Dijkstra,Matrix,800,0.5,34,965.68,3256
Dijkstra,List,800,0.5,34,18.02,3637
BellmanFord,Matrix,800,0.5,34,1031.37,3256
BellmanFord,List,800,0.5,34,1055.09,3637
Prim,Matrix,800,0.5,35,546.248,1261
Prim,List,800,0.5,35,19.34,1443
Kruskal,Matrix,800,0.5,35,19.233,1261
Kruskal,List,800,0.5,35,30.86,1443
Dijkstra,Matrix,800,0.5,35,970.242,2939
Dijkstra,List,800,0.5,35,19.285,3050
BellmanFord,Matrix,800,0.5,35,1029.09,2939
BellmanFord,List,800,0.5,35,1037.21,3050
Prim,Matrix,800,0.5,36,572.787,1363
Prim,List,800,0.5,36,19.732,1385
Kruskal,Matrix,800,0.5,36,18.849,1363
Kruskal,List,800,0.5,36,34.198,1385
Dijkstra,Matrix,800,0.5,36,986.268,224645
Dijkstra,List,800,0.5,36,18.575,121845
BellmanFord,Matrix,800,0.5,36,1039.05,224645
BellmanFord,List,800,0.5,36,1041.48,121845
Prim,Matrix,800,0.5,37,542.114,1380
Prim,List,800,0.5,37,23.627,1212
Kruskal,Matrix,800,0.5,37,19.135,1380
Kruskal,List,800,0.5,37,33.935,1212
Dijkstra,Matrix,800,0.5,37,972.685,3795
Dijkstra,List,800,0.5,37,18.969,2793
BellmanFord,Matrix,800,0.5,37,1030.81,3795
BellmanFord,List,800,0.5,37,1040.29,2793
Prim,Matrix,800,0.5,38,555.755,1303
Prim,List,800,0.5,38,22.773,1329
Kruskal,Matrix,800,0.5,38,19.407,1303
Kruskal,List,800,0.5,38,31.132,1329
Dijkstra,Matrix,800,0.5,38,967.85,3140
Dijkstra,List,800,0.5,38,17.973,3331
BellmanFord,Matrix,800,0.5,38,1030.28,3140
BellmanFord,List,800,0.5,38,1049.13,3331
Prim,Matrix,800,0.5,39,555.071,1359
Prim,List,800,0.5,39,19.194,1449
Kruskal,Matrix,800,0.5,39,19.071,1359
Kruskal,List,800,0.5,39,30.56,1449
Dijkstra,Matrix,800,0.5,39,982.741,35146
Dijkstra,List,800,0.5,39,18.67,4216
BellmanFord,Matrix,800,0.5,39,1039.94,35146
BellmanFord,List,800,0.5,39,1038.97,4216
Prim,Matrix,800,0.5,40,558.539,1229
Prim,List,800,0.5,40,19.591,1341
Kruskal,Matrix,800,0.5,40,19.878,1229
Kruskal,List,800,0.5,40,34.314,1341
Dijkstra,Matrix,800,0.5,40,966.602,3202
Dijkstra,List,800,0.5,40,19.261,3495
BellmanFord,Matrix,800,0.5,40,1032.15,3202
BellmanFord,List,800,0.5,40,1037.85,3495
Prim,Matrix,800,0.5,41,574.041,1337
Prim,List,800,0.5,41,27.884,1183
Kruskal,Matrix,800,0.5,41,20.081,1337
Kruskal,List,800,0.5,41,36.887,1183
Dijkstra,Matrix,800,0.5,41,974.493,3304
Dijkstra,List,800,0.5,41,18.748,3234
BellmanFord,Matrix,800,0.5,41,1030.62,3304
BellmanFord,List,800,0.5,41,1037.71,3234
Prim,Matrix,800,0.5,42,552.785,1310
Prim,List,800,0.5,42,21.311,1478
Kruskal,Matrix,800,0.5,42,19.896,1310
Kruskal,List,800,0.5,42,30.954,1478
Dijkstra,Matrix,800,0.5,42,976.151,3028
Dijkstra,List,800,0.5,42,17.232,2901
BellmanFord,Matrix,800,0.5,42,1027.85,3028
BellmanFord,List,800,0.5,42,1039.72,2901
Prim,Matrix,800,0.5,43,552.214,1306
Prim,List,800,0.5,43,19.865,1266
Kruskal,Matrix,800,0.5,43,18.914,1306
Kruskal,List,800,0.5,43,30.613,1266
Dijkstra,Matrix,800,0.5,43,991.282,3173
Dijkstra,List,800,0.5,43,19.068,3304
BellmanFord,Matrix,800,0.5,43,1030.12,3173
BellmanFord,List,800,0.5,43,1036.55,3304
Prim,Matrix,800,0.5,44,564.273,1289
Prim,List,800,0.5,44,19.5,1302
Kruskal,Matrix,800,0.5,44,18.326,1289
Kruskal,List,800,0.5,44,31.494,1302
Dijkstra,Matrix,800,0.5,44,1005.87,10033
Dijkstra,List,800,0.5,44,20.973,5482
BellmanFord,Matrix,800,0.5,44,1063.97,10033
BellmanFord,List,800,0.5,44,1053.36,5482
Prim,Matrix,800,0.5,45,564.625,1456
Prim,List,800,0.5,45,22.657,1478
Kruskal,Matrix,800,0.5,45,19.029,1456
Kruskal,List,800,0.5,45,39.919,1478
Dijkstra,Matrix,800,0.5,45,971.589,3167
Dijkstra,List,800,0.5,45,22.95,3384
BellmanFord,Matrix,800,0.5,45,1030.24,3167
BellmanFord,List,800,0.5,45,1044.78,3384
Prim,Matrix,800,0.5,46,546.403,1396
Prim,List,800,0.5,46,20.476,1423
Kruskal,Matrix,800,0.5,46,19.412,1396
Kruskal,List,800,0.5,46,31.93,1423
Dijkstra,Matrix,800,0.5,46,987.759,245354
Dijkstra,List,800,0.5,46,17.982,320837
BellmanFord,Matrix,800,0.5,46,1036.79,245354
BellmanFord,List,800,0.5,46,1036.14,320837
Prim,Matrix,800,0.5,47,543.733,1326
Prim,List,800,0.5,47,21.646,1282
Kruskal,Matrix,800,0.5,47,19.9,1326
Kruskal,List,800,0.5,47,37.021,1282
Dijkstra,Matrix,800,0.5,47,982.612,3135
Dijkstra,List,800,0.5,47,18.864,2741
BellmanFord,Matrix,800,0.5,47,1038.7,3135
BellmanFord,List,800,0.5,47,1038.54,2741
Prim,Matrix,800,0.5,48,560.414,1250
Prim,List,800,0.5,48,20.582,1228
Kruskal,Matrix,800,0.5,48,19.453,1250
Kruskal,List,800,0.5,48,33.477,1228
Dijkstra,Matrix,800,0.5,48,976.526,89950
Dijkstra,List,800,0.5,48,18.534,50102
BellmanFord,Matrix,800,0.5,48,1037.4,89950
BellmanFord,List,800,0.5,48,1039.84,50102
Prim,Matrix,800,0.5,49,563.618,1322
Prim,List,800,0.5,49,19.669,1454
Kruskal,Matrix,800,0.5,49,18.363,1322
Kruskal,List,800,0.5,49,31.732,1454
Dijkstra,Matrix,800,0.5,49,987.877,3246
Dijkstra,List,800,0.5,49,18.671,2902
BellmanFord,Matrix,800,0.5,49,1030.78,3246
BellmanFord,List,800,0.5,49,1039.34,2902
Prim,Matrix,800,0.99,0,1120.56,800
Prim,List,800,0.99,0,62.578,799
Kruskal,Matrix,800,0.99,0,39.97,800
Kruskal,List,800,0.99,0,80.297,799
Dijkstra,Matrix,800,0.99,0,1938.26,2677
Dijkstra,List,800,0.99,0,54.937,2511
BellmanFord,Matrix,800,0.99,0,2096.17,2677
BellmanFord,List,800,0.99,0,2092.86,2511
Prim,Matrix,800,0.99,1,1115.34,799
Prim,List,800,0.99,1,63.831,799
Kruskal,Matrix,800,0.99,1,41.465,799
Kruskal,List,800,0.99,1,78.828,799
Dijkstra,Matrix,800,0.99,1,1933.64,2456
Dijkstra,List,800,0.99,1,58.866,2661
BellmanFord,Matrix,800,0.99,1,2083.47,2456
BellmanFord,List,800,0.99,1,2081.51,2661
Prim,Matrix,800,0.99,2,1090.89,799
Prim,List,800,0.99,2,64.997,799
Kruskal,Matrix,800,0.99,2,39.736,799
Kruskal,List,800,0.99,2,81.598,799
Dijkstra,Matrix,800,0.99,2,1952.25,2670
Dijkstra,List,800,0.99,2,53.16,2766
BellmanFord,Matrix,800,0.99,2,2071,2670
BellmanFord,List,800,0.99,2,2091.17,2766
Prim,Matrix,800,0.99,3,1091.3,802
Prim,List,800,0.99,3,64.994,799
Kruskal,Matrix,800,0.99,3,40.589,802
Kruskal,List,800,0.99,3,78.583,799
Dijkstra,Matrix,800,0.99,3,1980.37,2707
Dijkstra,List,800,0.99,3,53.125,2689
BellmanFord,Matrix,800,0.99,3,2068.08,2707
BellmanFord,List,800,0.99,3,2093.02,2689
Prim,Matrix,800,0.99,4,1092.78,799
Prim,List,800,0.99,4,59.195,799
Kruskal,Matrix,800,0.99,4,39.46,799
Kruskal,List,800,0.99,4,78.66,799
Dijkstra,Matrix,800,0.99,4,1940.19,2686
Dijkstra,List,800,0.99,4,55.43,2606
BellmanFord,Matrix,800,0.99,4,2076.2,2686
BellmanFord,List,800,0.99,4,2094.85,2606
Prim,Matrix,800,0.99,5,1137.66,799
Prim,List,800,0.99,5,61.028,799
Kruskal,Matrix,800,0.99,5,39.81,799
Kruskal,List,800,0.99,5,80.891,799
Dijkstra,Matrix,800,0.99,5,1977.16,2786
Dijkstra,List,800,0.99,5,63.546,2536
BellmanFord,Matrix,800,0.99,5,2072.55,2786
BellmanFord,List,800,0.99,5,2087.08,2536
Prim,Matrix,800,0.99,6,1096.12,800
Prim,List,800,0.99,6,61.097,799
Kruskal,Matrix,800,0.99,6,40.644,800
Kruskal,List,800,0.99,6,85.43,799
Dijkstra,Matrix,800,0.99,6,1941.13,2747
Dijkstra,List,800,0.99,6,51.954,2712
BellmanFord,Matrix,800,0.99,6,2075.32,2747
BellmanFord,List,800,0.99,6,2085.82,2712
Prim,Matrix,800,0.99,7,1098,799
Prim,List,800,0.99,7,67.934,799
Kruskal,Matrix,800,0.99,7,40.062,799
Kruskal,List,800,0.99,7,85.412,799
Dijkstra,Matrix,800,0.99,7,1936.94,2610
Dijkstra,List,800,0.99,7,56.878,2776
BellmanFord,Matrix,800,0.99,7,2062.57,2610
BellmanFord,List,800,0.99,7,2103.45,2776
Prim,Matrix,800,0.99,8,1111.45,799
Prim,List,800,0.99,8,63.553,800
Kruskal,Matrix,800,0.99,8,38.796,799
Kruskal,List,800,0.99,8,84.532,800
Dijkstra,Matrix,800,0.99,8,1967.79,2822
Dijkstra,List,800,0.99,8,54.424,2441
BellmanFord,Matrix,800,0.99,8,2061.94,2822
BellmanFord,List,800,0.99,8,2086.4,2441
Prim,Matrix,800,0.99,9,1092.18,799
Prim,List,800,0.99,9,62.903,799
Kruskal,Matrix,800,0.99,9,40.12,799
Kruskal,List,800,0.99,9,78.074,799
Dijkstra,Matrix,800,0.99,9,1920.45,2808
Dijkstra,List,800,0.99,9,52.166,2755
BellmanFord,Matrix,800,0.99,9,2077.01,2808
BellmanFord,List,800,0.99,9,2092.36,2755
Prim,Matrix,800,0.99,10,1099.39,799
Prim,List,800,0.99,10,60.028,800
Kruskal,Matrix,800,0.99,10,41.275,799
Kruskal,List,800,0.99,10,77.961,800
Dijkstra,Matrix,800,0.99,10,1917.04,2463
Dijkstra,List,800,0.99,10,53.464,2717
BellmanFord,Matrix,800,0.99,10,2060.85,2463
BellmanFord,List,800,0.99,10,2093.56,2717
Prim,Matrix,800,0.99,11,1106.72,799
Prim,List,800,0.99,11,64.871,799
Kruskal,Matrix,800,0.99,11,39.649,799
Kruskal,List,800,0.99,11,73.541,799
Dijkstra,Matrix,800,0.99,11,1966,2560
Dijkstra,List,800,0.99,11,54.989,2618
BellmanFord,Matrix,800,0.99,11,2064.13,2560
BellmanFord,List,800,0.99,11,2123.99,2618
Prim,Matrix,800,0.99,12,1138.15,799
Prim,List,800,0.99,12,64.056,801
Kruskal,Matrix,800,0.99,12,40.338,799
Kruskal,List,800,0.99,12,77.891,801
Dijkstra,Matrix,800,0.99,12,1954.94,2678
Dijkstra,List,800,0.99,12,54.604,2716
BellmanFord,Matrix,800,0.99,12,2070.14,2678
BellmanFord,List,800,0.99,12,2083.14,2716
Prim,Matrix,800,0.99,13,1100.78,799
Prim,List,800,0.99,13,66.244,799
Kruskal,Matrix,800,0.99,13,40.224,799
Kruskal,List,800,0.99,13,81.869,799
Dijkstra,Matrix,800,0.99,13,1920.57,2839
Dijkstra,List,800,0.99,13,51.546,2849
BellmanFord,Matrix,800,0.99,13,2079.53,2839
BellmanFord,List,800,0.99,13,2090.37,2849
Prim,Matrix,800,0.99,14,1152.12,799
Prim,List,800,0.99,14,77.922,799
Kruskal,Matrix,800,0.99,14,40.781,799
Kruskal,List,800,0.99,14,88.172,799
Dijkstra,Matrix,800,0.99,14,1932.04,2826
Dijkstra,List,800,0.99,14,53.739,2683
BellmanFord,Matrix,800,0.99,14,2099.17,2826
BellmanFord,List,800,0.99,14,2093.21,2683
Prim,Matrix,800,0.99,15,1094.16,801
Prim,List,800,0.99,15,60.266,799
Kruskal,Matrix,800,0.99,15,38.959,801
Kruskal,List,800,0.99,15,77.083,799
Dijkstra,Matrix,800,0.99,15,1949.15,2535
Dijkstra,List,800,0.99,15,54.468,2775
BellmanFord,Matrix,800,0.99,15,2070.86,2535
BellmanFord,List,800,0.99,15,2106.39,2775
Prim,Matrix,800,0.99,16,1113.2,800
Prim,List,800,0.99,16,57.77,799
Kruskal,Matrix,800,0.99,16,40.247,800
Kruskal,List,800,0.99,16,79.082,799
Dijkstra,Matrix,800,0.99,16,1941.31,2538
Dijkstra,List,800,0.99,16,58.18,2781
BellmanFord,Matrix,800,0.99,16,2063.17,2538
BellmanFord,List,800,0.99,16,2083.12,2781
Prim,Matrix,800,0.99,17,1114.76,800
Prim,List,800,0.99,17,59.777,800
Kruskal,Matrix,800,0.99,17,41.171,800
Kruskal,List,800,0.99,17,75.69,800
Dijkstra,Matrix,800,0.99,17,2014.4,2801
Dijkstra,List,800,0.99,17,54.193,2476
BellmanFord,Matrix,800,0.99,17,2181.3,2801
BellmanFord,List,800,0.99,17,2084.86,2476
Prim,Matrix,800,0.99,18,1096.92,799
Prim,List,800,0.99,18,61.303,799
Kruskal,Matrix,800,0.99,18,40.142,799
Kruskal,List,800,0.99,18,75.631,799
Dijkstra,Matrix,800,0.99,18,1933.83,2664
Dijkstra,List,800,0.99,18,51.753,2905
BellmanFord,Matrix,800,0.99,18,2063.21,2664
BellmanFord,List,800,0.99,18,2078.77,2905
Prim,Matrix,800,0.99,19,1094.17,799
Prim,List,800,0.99,19,59.157,800
Kruskal,Matrix,800,0.99,19,38.721,799
Kruskal,List,800,0.99,19,77.561,800
Dijkstra,Matrix,800,0.99,19,2001.16,2605
Dijkstra,List,800,0.99,19,53.72,2680
BellmanFord,Matrix,800,0.99,19,2063.94,2605
BellmanFord,List,800,0.99,19,2231.69,2680
Prim,Matrix,800,0.99,20,1124.33,799
Prim,List,800,0.99,20,64.583,799
Kruskal,Matrix,800,0.99,20,41.816,799
Kruskal,List,800,0.99,20,77.967,799
Dijkstra,Matrix,800,0.99,20,2020.09,2667
Dijkstra,List,800,0.99,20,62.878,2512
BellmanFord,Matrix,800,0.99,20,2463.64,2667
BellmanFord,List,800,0.99,20,2463.13,2512
Prim,Matrix,800,0.99,21,1259.12,799
Prim,List,800,0.99,21,69.689,799
Kruskal,Matrix,800,0.99,21,44.719,799
Kruskal,List,800,0.99,21,86.517,799
Dijkstra,Matrix,800,0.99,21,2257.13,2686
Dijkstra,List,800,0.99,21,64.697,2589
BellmanFord,Matrix,800,0.99,21,2342.72,2686
BellmanFord,List,800,0.99,21,2278.2,2589
Prim,Matrix,800,0.99,22,1208.54,800
Prim,List,800,0.99,22,66.003,801
Kruskal,Matrix,800,0.99,22,43.279,800
Kruskal,List,800,0.99,22,82.306,801
Dijkstra,Matrix,800,0.99,22,2073.75,2638
Dijkstra,List,800,0.99,22,71.376,2568
BellmanFord,Matrix,800,0.99,22,2155.74,2638
BellmanFord,List,800,0.99,22,2214.45,2568
Prim,Matrix,800,0.99,23,1133.07,800
Prim,List,800,0.99,23,67.886,799
Kruskal,Matrix,800,0.99,23,40.573,800
Kruskal,List,800,0.99,23,80.983,799
Dijkstra,Matrix,800,0.99,23,1963.04,2681
Dijkstra,List,800,0.99,23,63.604,2662
BellmanFord,Matrix,800,0.99,23,2129.82,2681
BellmanFord,List,800,0.99,23,2139.96,2662
Prim,Matrix,800,0.99,24,1103.75,799
Prim,List,800,0.99,24,67.358,799
Kruskal,Matrix,800,0.99,24,39.555,799
Kruskal,List,800,0.99,24,77.206,799
Dijkstra,Matrix,800,0.99,24,1989.62,2499
Dijkstra,List,800,0.99,24,63.142,2614
BellmanFord,Matrix,800,0.99,24,2092.8,2499
BellmanFord,List,800,0.99,24,2066.54,2614
Prim,Matrix,800,0.99,25,1094.28,799
Prim,List,800,0.99,25,58.527,799
Kruskal,Matrix,800,0.99,25,39.239,799
Kruskal,List,800,0.99,25,70.78,799
Dijkstra,Matrix,800,0.99,25,2019.68,2744
Dijkstra,List,800,0.99,25,62.272,2574
BellmanFord,Matrix,800,0.99,25,2156.63,2744
BellmanFord,List,800,0.99,25,2111.19,2574
Prim,Matrix,800,0.99,26,721.523,799
Prim,List,800,0.99,26,52.33,800
Kruskal,Matrix,800,0.99,26,29.429,799
Kruskal,List,800,0.99,26,66.01,800
Dijkstra,Matrix,800,0.99,26,1184.63,2572
Dijkstra,List,800,0.99,26,56.566,2439
BellmanFord,Matrix,800,0.99,26,1458.34,2572
BellmanFord,List,800,0.99,26,1411.8,2439
Prim,Matrix,800,0.99,27,722.859,799
Prim,List,800,0.99,27,43.402,799
Kruskal,Matrix,800,0.99,27,27.005,799
Kruskal,List,800,0.99,27,64.626,799
Dijkstra,Matrix,800,0.99,27,1137.49,2600
Dijkstra,List,800,0.99,27,41.481,2462
BellmanFord,Matrix,800,0.99,27,1410.21,2600
BellmanFord,List,800,0.99,27,1391.73,2462
Prim,Matrix,800,0.99,28,674.87,800
Prim,List,800,0.99,28,41.013,800
Kruskal,Matrix,800,0.99,28,30.093,800
Kruskal,List,800,0.99,28,67.444,800
Dijkstra,Matrix,800,0.99,28,1155.31,2619
Dijkstra,List,800,0.99,28,37.187,2667
BellmanFord,Matrix,800,0.99,28,1396.82,2619
BellmanFord,List,800,0.99,28,1443.24,2667
Prim,Matrix,800,0.99,29,688.624,799
Prim,List,800,0.99,29,49.7,799
Kruskal,Matrix,800,0.99,29,27.092,799
Kruskal,List,800,0.99,29,53.506,799
Dijkstra,Matrix,800,0.99,29,1136.41,2755
Dijkstra,List,800,0.99,29,68.154,3023
BellmanFord,Matrix,800,0.99,29,1401.05,2755
BellmanFord,List,800,0.99,29,1426.03,3023
Prim,Matrix,800,0.99,30,984.975,799
Prim,List,800,0.99,30,61.561,799
Kruskal,Matrix,800,0.99,30,40.408,799
Kruskal,List,800,0.99,30,76.671,799
Dijkstra,Matrix,800,0.99,30,1942.78,2790
Dijkstra,List,800,0.99,30,54.139,2463
