algorytm,reprezentacja,rozmiar,gestosc,powtorzenie,czas(ms),koszt
Dijkstra,List,400,0.99,44,9.367,1784
BellmanFord,Matrix,400,0.99,44,145.531,1529
BellmanFord,List,400,0.99,44,151.109,1784
Prim,Matrix,400,0.99,45,72.109,410
Prim,List,400,0.99,45,8.692,407
Kruskal,Matrix,400,0.99,45,5.325,410
Kruskal,List,400,0.99,45,7.967,407
Dijkstra,Matrix,400,0.99,45,123.031,1478
Dijkstra,List,400,0.99,45,8.433,1570
BellmanFord,Matrix,400,0.99,45,144.817,1478
BellmanFord,List,400,0.99,45,148.946,1570
Prim,Matrix,400,0.99,46,72.498,402
Prim,List,400,0.99,46,8.075,409
Kruskal,Matrix,400,0.99,46,5.59,402
Kruskal,List,400,0.99,46,8.316,409
Dijkstra,Matrix,400,0.99,46,122.538,1538
Dijkstra,List,400,0.99,46,8.217,1586
BellmanFord,Matrix,400,0.99,46,145.127,1538
BellmanFord,List,400,0.99,46,149.19,1586
Prim,Matrix,400,0.99,47,72.668,401
Prim,List,400,0.99,47,8.941,406
Kruskal,Matrix,400,0.99,47,5.536,401
Kruskal,List,400,0.99,47,8.285,406
Dijkstra,Matrix,400,0.99,47,122.77,1681
Dijkstra,List,400,0.99,47,8.68,1490
BellmanFord,Matrix,400,0.99,47,146.874,1681
BellmanFord,List,400,0.99,47,148.163,1490
Prim,Matrix,400,0.99,48,72.938,409
Prim,List,400,0.99,48,8.322,406
Kruskal,Matrix,400,0.99,48,5.327,409
Kruskal,List,400,0.99,48,8.361,406
Dijkstra,Matrix,400,0.99,48,123.533,1454
Dijkstra,List,400,0.99,48,8.393,1584
BellmanFord,Matrix,400,0.99,48,146.307,1454
BellmanFord,List,400,0.99,48,149.468,1584
Prim,Matrix,400,0.99,49,76.804,413
Prim,List,400,0.99,49,9.821,409
Kruskal,Matrix,400,0.99,49,5.359,413
Kruskal,List,400,0.99,49,8.397,409
Dijkstra,Matrix,400,0.99,49,123.409,1715
Dijkstra,List,400,0.99,49,7.708,1706
BellmanFord,Matrix,400,0.99,49,144.835,1715
BellmanFord,List,400,0.99,49,149.376,1706
Prim,Matrix,600,0.25,0,60.904,1305
Prim,List,600,0.25,0,5.095,1257
Kruskal,Matrix,600,0.25,0,2.94,1305
Kruskal,List,600,0.25,0,4.441,1257
Dijkstra,Matrix,600,0.25,0,104.699,3749
Dijkstra,List,600,0.25,0,4.379,2917
BellmanFord,Matrix,600,0.25,0,138.385,3749
BellmanFord,List,600,0.25,0,129.174,2917
Prim,Matrix,600,0.25,1,62.436,1254
Prim,List,600,0.25,1,4.832,1280
Kruskal,Matrix,600,0.25,1,2.962,1254
Kruskal,List,600,0.25,1,4.623,1280
Dijkstra,Matrix,600,0.25,1,104.648,34700
Dijkstra,List,600,0.25,1,4.282,15502
BellmanFord,Matrix,600,0.25,1,125.326,34700
BellmanFord,List,600,0.25,1,128.015,15502
Prim,Matrix,600,0.25,2,64.656,1259
Prim,List,600,0.25,2,5.788,1269
Kruskal,Matrix,600,0.25,2,2.921,1259
Kruskal,List,600,0.25,2,4.424,1269
Dijkstra,Matrix,600,0.25,2,103.649,13560
Dijkstra,List,600,0.25,2,5.201,20773
BellmanFord,Matrix,600,0.25,2,123.914,13560
BellmanFord,List,600,0.25,2,126.661,20773
Prim,Matrix,600,0.25,3,60.309,1415
Prim,List,600,0.25,3,4.961,1337
Kruskal,Matrix,600,0.25,3,2.891,1415
Kruskal,List,600,0.25,3,4.183,1337
Dijkstra,Matrix,600,0.25,3,104.296,94557
Dijkstra,List,600,0.25,3,5.581,132333
BellmanFord,Matrix,600,0.25,3,123.471,94557
BellmanFord,List,600,0.25,3,127.259,132333
Prim,Matrix,600,0.25,4,61.61,1323
Prim,List,600,0.25,4,5.458,1389
Kruskal,Matrix,600,0.25,4,3.022,1323
Kruskal,List,600,0.25,4,4.856,1389
Dijkstra,Matrix,600,0.25,4,103.884,149413
Dijkstra,List,600,0.25,4,5.133,81073
BellmanFord,Matrix,600,0.25,4,122.724,149413
BellmanFord,List,600,0.25,4,127.952,81073
Prim,Matrix,600,0.25,5,62.462,1311
Prim,List,600,0.25,5,4.677,1300
Kruskal,Matrix,600,0.25,5,2.906,1311
Kruskal,List,600,0.25,5,4.309,1300
Dijkstra,Matrix,600,0.25,5,104.972,8483
Dijkstra,List,600,0.25,5,4.473,18571
BellmanFord,Matrix,600,0.25,5,124.711,8483
BellmanFord,List,600,0.25,5,126.196,18571
Prim,Matrix,600,0.25,6,60.755,1178
Prim,List,600,0.25,6,5.222,1384
Kruskal,Matrix,600,0.25,6,3.01,1178
Kruskal,List,600,0.25,6,4.421,1384
Dijkstra,Matrix,600,0.25,6,103.318,9569
Dijkstra,List,600,0.25,6,4.292,48835
BellmanFord,Matrix,600,0.25,6,123.076,9569
BellmanFord,List,600,0.25,6,125.384,48835
Prim,Matrix,600,0.25,7,60.573,1197
Prim,List,600,0.25,7,4.455,1208
Kruskal,Matrix,600,0.25,7,3.022,1197
Kruskal,List,600,0.25,7,4.435,1208
Dijkstra,Matrix,600,0.25,7,103.815,6971
Dijkstra,List,600,0.25,7,5.109,4792
BellmanFord,Matrix,600,0.25,7,123.891,6971
BellmanFord,List,600,0.25,7,126.667,4792
Prim,Matrix,600,0.25,8,60.36,1318
Prim,List,600,0.25,8,5.796,1324
Kruskal,Matrix,600,0.25,8,2.95,1318
Kruskal,List,600,0.25,8,4.347,1324
Dijkstra,Matrix,600,0.25,8,103.28,5149
Dijkstra,List,600,0.25,8,5.651,5210
BellmanFord,Matrix,600,0.25,8,123.069,5149
BellmanFord,List,600,0.25,8,125.475,5210
Prim,Matrix,600,0.25,9,60.366,1354
Prim,List,600,0.25,9,4.96,1329
Kruskal,Matrix,600,0.25,9,2.875,1354
Kruskal,List,600,0.25,9,4.579,1329
Dijkstra,Matrix,600,0.25,9,104.129,3077
Dijkstra,List,600,0.25,9,5.046,3388
BellmanFord,Matrix,600,0.25,9,123.526,3077
BellmanFord,List,600,0.25,9,128.191,3388
Prim,Matrix,600,0.25,10,60.382,1206
Prim,List,600,0.25,10,5.106,1354
Kruskal,Matrix,600,0.25,10,2.949,1206
Kruskal,List,600,0.25,10,4.28,1354
Dijkstra,Matrix,600,0.25,10,102.966,5408
Dijkstra,List,600,0.25,10,4.915,4391
BellmanFord,Matrix,600,0.25,10,123.267,5408
BellmanFord,List,600,0.25,10,126.289,4391
Prim,Matrix,600,0.25,11,60.193,1233
Prim,List,600,0.25,11,5.092,1454
Kruskal,Matrix,600,0.25,11,2.931,1233
Kruskal,List,600,0.25,11,4.398,1454
Dijkstra,Matrix,600,0.25,11,103.52,61097
Dijkstra,List,600,0.25,11,4.474,190011
BellmanFord,Matrix,600,0.25,11,127.195,61097
BellmanFord,List,600,0.25,11,131.285,190011
Prim,Matrix,600,0.25,12,62.615,1226
Prim,List,600,0.25,12,5.53,1268
Kruskal,Matrix,600,0.25,12,2.989,1226
Kruskal,List,600,0.25,12,8.948,1268
Dijkstra,Matrix,600,0.25,12,104.548,269714
Dijkstra,List,600,0.25,12,4.881,68013
BellmanFord,Matrix,600,0.25,12,124.76,269714
BellmanFord,List,600,0.25,12,126.97,68013
Prim,Matrix,600,0.25,13,60.695,1471
Prim,List,600,0.25,13,5.307,1221
Kruskal,Matrix,600,0.25,13,2.979,1471
Kruskal,List,600,0.25,13,5.203,1221
Dijkstra,Matrix,600,0.25,13,108.543,18739
Dijkstra,List,600,0.25,13,5.689,54236
BellmanFord,Matrix,600,0.25,13,123.311,18739
BellmanFord,List,600,0.25,13,126.184,54236
Prim,Matrix,600,0.25,14,64.196,1369
Prim,List,600,0.25,14,5.201,1305
Kruskal,Matrix,600,0.25,14,2.949,1369
Kruskal,List,600,0.25,14,4.695,1305
Dijkstra,Matrix,600,0.25,14,111.75,2822
Dijkstra,List,600,0.25,14,4.946,3962
BellmanFord,Matrix,600,0.25,14,123.024,2822
BellmanFord,List,600,0.25,14,125.901,3962
Prim,Matrix,600,0.25,15,60.566,1187
Prim,List,600,0.25,15,4.925,1387
Kruskal,Matrix,600,0.25,15,2.995,1187
Kruskal,List,600,0.25,15,4.439,1387
Dijkstra,Matrix,600,0.25,15,103.417,159247
Dijkstra,List,600,0.25,15,5.299,333692
BellmanFord,Matrix,600,0.25,15,123.048,159247
BellmanFord,List,600,0.25,15,125.528,333692
Prim,Matrix,600,0.25,16,60.211,1260
Prim,List,600,0.25,16,4.554,1358
Kruskal,Matrix,600,0.25,16,2.997,1260
Kruskal,List,600,0.25,16,4.322,1358
Dijkstra,Matrix,600,0.25,16,104.148,59187
Dijkstra,List,600,0.25,16,4.372,9148
BellmanFord,Matrix,600,0.25,16,124.621,59187
BellmanFord,List,600,0.25,16,126.504,9148
Prim,Matrix,600,0.25,17,60.314,1236
Prim,List,600,0.25,17,4.572,1290
Kruskal,Matrix,600,0.25,17,2.965,1236
Kruskal,List,600,0.25,17,4.352,1290
Dijkstra,Matrix,600,0.25,17,103.304,47811
Dijkstra,List,600,0.25,17,4.705,21472
BellmanFord,Matrix,600,0.25,17,123.355,47811
BellmanFord,List,600,0.25,17,125.333,21472
Prim,Matrix,600,0.25,18,60.45,1452
Prim,List,600,0.25,18,5.007,1154
Kruskal,Matrix,600,0.25,18,2.916,1452
Kruskal,List,600,0.25,18,4.321,1154
Dijkstra,Matrix,600,0.25,18,103.07,31752
Dijkstra,List,600,0.25,18,4.46,9564
BellmanFord,Matrix,600,0.25,18,125.226,31752
BellmanFord,List,600,0.25,18,125.658,9564
Prim,Matrix,600,0.25,19,60.284,1257
Prim,List,600,0.25,19,4.615,1340
Kruskal,Matrix,600,0.25,19,3.032,1257
Kruskal,List,600,0.25,19,4.35,1340
Dijkstra,Matrix,600,0.25,19,103.15,4117
Dijkstra,List,600,0.25,19,4.385,4965
BellmanFord,Matrix,600,0.25,19,122.885,4117
BellmanFord,List,600,0.25,19,125.204,4965
Prim,Matrix,600,0.25,20,61.168,1273
Prim,List,600,0.25,20,5.054,1238
Kruskal,Matrix,600,0.25,20,2.918,1273
Kruskal,List,600,0.25,20,4.542,1238
Dijkstra,Matrix,600,0.25,20,105.18,6083
Dijkstra,List,600,0.25,20,4.287,7133
BellmanFord,Matrix,600,0.25,20,123.364,6083
BellmanFord,List,600,0.25,20,126.101,7133
Prim,Matrix,600,0.25,21,60.712,1301
Prim,List,600,0.25,21,4.72,1305
Kruskal,Matrix,600,0.25,21,2.902,1301
Kruskal,List,600,0.25,21,4.378,1305
Dijkstra,Matrix,600,0.25,21,103.2,122389
Dijkstra,List,600,0.25,21,4.345,88308
BellmanFord,Matrix,600,0.25,21,122.888,122389
BellmanFord,List,600,0.25,21,126.449,88308
Prim,Matrix,600,0.25,22,60.659,1212
Prim,List,600,0.25,22,4.939,1325
Kruskal,Matrix,600,0.25,22,2.854,1212
Kruskal,List,600,0.25,22,4.364,1325
Dijkstra,Matrix,600,0.25,22,103.306,28513
Dijkstra,List,600,0.25,22,4.412,93022
BellmanFord,Matrix,600,0.25,22,123.377,28513
BellmanFord,List,600,0.25,22,125.717,93022
Prim,Matrix,600,0.25,23,61.085,1251
Prim,List,600,0.25,23,4.856,1280
Kruskal,Matrix,600,0.25,23,2.954,1251
Kruskal,List,600,0.25,23,4.362,1280
Dijkstra,Matrix,600,0.25,23,102.951,3568
Dijkstra,List,600,0.25,23,4.719,3307
BellmanFord,Matrix,600,0.25,23,124.029,3568
BellmanFord,List,600,0.25,23,127.889,3307
Prim,Matrix,600,0.25,24,61.153,1252
Prim,List,600,0.25,24,4.991,1325
Kruskal,Matrix,600,0.25,24,2.953,1252
Kruskal,List,600,0.25,24,4.286,1325
Dijkstra,Matrix,600,0.25,24,102.89,141838
Dijkstra,List,600,0.25,24,5.615,111433
BellmanFord,Matrix,600,0.25,24,123.128,141838
BellmanFord,List,600,0.25,24,126.085,111433
Prim,Matrix,600,0.25,25,60.535,1174
Prim,List,600,0.25,25,4.784,1248
Kruskal,Matrix,600,0.25,25,2.996,1174
Kruskal,List,600,0.25,25,4.385,1248
Dijkstra,Matrix,600,0.25,25,103.219,3309
Dijkstra,List,600,0.25,25,4.998,3024
BellmanFord,Matrix,600,0.25,25,125.244,3309
BellmanFord,List,600,0.25,25,128.173,3024
Prim,Matrix,600,0.25,26,60.572,1295
Prim,List,600,0.25,26,4.937,1314
Kruskal,Matrix,600,0.25,26,2.944,1295
Kruskal,List,600,0.25,26,4.29,1314
Dijkstra,Matrix,600,0.25,26,103.383,3290
Dijkstra,List,600,0.25,26,4.311,3444
BellmanFord,Matrix,600,0.25,26,123.574,3290
BellmanFord,List,600,0.25,26,131,3444
Prim,Matrix,600,0.25,27,63.071,1275
Prim,List,600,0.25,27,5.164,1326
Kruskal,Matrix,600,0.25,27,3.016,1275
Kruskal,List,600,0.25,27,4.42,1326
Dijkstra,Matrix,600,0.25,27,104.438,72460
Dijkstra,List,600,0.25,27,4.216,24702
BellmanFord,Matrix,600,0.25,27,124.218,72460
BellmanFord,List,600,0.25,27,136.027,24702
Prim,Matrix,600,0.25,28,63.603,1313
Prim,List,600,0.25,28,5.231,1276
Kruskal,Matrix,600,0.25,28,2.981,1313
Kruskal,List,600,0.25,28,4.324,1276
Dijkstra,Matrix,600,0.25,28,104.089,10338
Dijkstra,List,600,0.25,28,5.764,11648
BellmanFord,Matrix,600,0.25,28,123.54,10338
BellmanFord,List,600,0.25,28,126.368,11648
Prim,Matrix,600,0.25,29,60.857,1401
Prim,List,600,0.25,29,4.986,1190
Kruskal,Matrix,600,0.25,29,3.012,1401
Kruskal,List,600,0.25,29,4.939,1190
Dijkstra,Matrix,600,0.25,29,104.946,3307
Dijkstra,List,600,0.25,29,5.255,4075
BellmanFord,Matrix,600,0.25,29,127.647,3307
BellmanFord,List,600,0.25,29,129.842,4075
Prim,Matrix,600,0.25,30,61.918,1238
Prim,List,600,0.25,30,4.398,1277
Kruskal,Matrix,600,0.25,30,3.06,1238
Kruskal,List,600,0.25,30,4.31,1277
Dijkstra,Matrix,600,0.25,30,105.517,29042
Dijkstra,List,600,0.25,30,4.434,66650
BellmanFord,Matrix,600,0.25,30,125.994,29042
BellmanFord,List,600,0.25,30,128.921,66650
Prim,Matrix,600,0.25,31,61.912,1299
Prim,List,600,0.25,31,5.111,1275
Kruskal,Matrix,600,0.25,31,2.938,1299
Kruskal,List,600,0.25,31,4.844,1275
Dijkstra,Matrix,600,0.25,31,105.113,58579
Dijkstra,List,600,0.25,31,4.749,78360
BellmanFord,Matrix,600,0.25,31,125.443,58579
BellmanFord,List,600,0.25,31,127.799,78360
Prim,Matrix,600,0.25,32,61.742,1235
Prim,List,600,0.25,32,4.438,1227
Kruskal,Matrix,600,0.25,32,2.985,1235
Kruskal,List,600,0.25,32,4.317,1227
Dijkstra,Matrix,600,0.25,32,105.441,4932
Dijkstra,List,600,0.25,32,4.648,3466
BellmanFord,Matrix,600,0.25,32,125.884,4932
BellmanFord,List,600,0.25,32,126.177,3466
Prim,Matrix,600,0.25,33,61.071,1319
Prim,List,600,0.25,33,4.936,1333
Kruskal,Matrix,600,0.25,33,2.904,1319
Kruskal,List,600,0.25,33,4.272,1333
Dijkstra,Matrix,600,0.25,33,102.881,3739
Dijkstra,List,600,0.25,33,4.502,4023
BellmanFord,Matrix,600,0.25,33,123.392,3739
BellmanFord,List,600,0.25,33,125.742,4023
Prim,Matrix,600,0.25,34,60.963,1273
Prim,List,600,0.25,34,4.626,1272
Kruskal,Matrix,600,0.25,34,3.022,1273
Kruskal,List,600,0.25,34,4.285,1272
Dijkstra,Matrix,600,0.25,34,104.048,144628
Dijkstra,List,600,0.25,34,4.889,53748
BellmanFord,Matrix,600,0.25,34,124.201,144628
BellmanFord,List,600,0.25,34,128.288,53748
Prim,Matrix,600,0.25,35,60.776,1270
Prim,List,600,0.25,35,4.601,1294
Kruskal,Matrix,600,0.25,35,2.915,1270
Kruskal,List,600,0.25,35,4.326,1294
Dijkstra,Matrix,600,0.25,35,103.395,49224
Dijkstra,List,600,0.25,35,4.874,79479
BellmanFord,Matrix,600,0.25,35,123.544,49224
BellmanFord,List,600,0.25,35,125.853,79479
Prim,Matrix,600,0.25,36,60.757,1383
Prim,List,600,0.25,36,4.937,1359
Kruskal,Matrix,600,0.25,36,2.941,1383
Kruskal,List,600,0.25,36,4.482,1359
Dijkstra,Matrix,600,0.25,36,104.102,4914
Dijkstra,List,600,0.25,36,4.928,16747
BellmanFord,Matrix,600,0.25,36,125.041,4914
BellmanFord,List,600,0.25,36,128.227,16747
Prim,Matrix,600,0.25,37,60.809,1334
Prim,List,600,0.25,37,4.612,1277
Kruskal,Matrix,600,0.25,37,2.972,1334
Kruskal,List,600,0.25,37,4.184,1277
Dijkstra,Matrix,600,0.25,37,103.282,4457
Dijkstra,List,600,0.25,37,4.847,4550
BellmanFord,Matrix,600,0.25,37,123.371,4457
BellmanFord,List,600,0.25,37,126.229,4550
Prim,Matrix,600,0.25,38,61.105,1285
Prim,List,600,0.25,38,4.989,1322
Kruskal,Matrix,600,0.25,38,3.13,1285
Kruskal,List,600,0.25,38,5.23,1322
Dijkstra,Matrix,600,0.25,38,105.017,13526
Dijkstra,List,600,0.25,38,4.824,14321
BellmanFord,Matrix,600,0.25,38,123.386,13526
BellmanFord,List,600,0.25,38,126.612,14321
Prim,Matrix,600,0.25,39,60.345,1412
Prim,List,600,0.25,39,5.418,1279
Kruskal,Matrix,600,0.25,39,2.955,1412
Kruskal,List,600,0.25,39,4.765,1279
Dijkstra,Matrix,600,0.25,39,107.825,113699
Dijkstra,List,600,0.25,39,4.698,94352
BellmanFord,Matrix,600,0.25,39,125.303,113699
BellmanFord,List,600,0.25,39,128.949,94352
Prim,Matrix,600,0.25,40,64.442,1242
Prim,List,600,0.25,40,5.678,1338
Kruskal,Matrix,600,0.25,40,3.036,1242
Kruskal,List,600,0.25,40,4.397,1338
Dijkstra,Matrix,600,0.25,40,107.877,8685
Dijkstra,List,600,0.25,40,4.939,13064
BellmanFord,Matrix,600,0.25,40,124.279,8685
BellmanFord,List,600,0.25,40,127.163,13064
Prim,Matrix,600,0.25,41,60.336,1353
Prim,List,600,0.25,41,5.065,1301
Kruskal,Matrix,600,0.25,41,2.921,1353
Kruskal,List,600,0.25,41,4.36,1301
Dijkstra,Matrix,600,0.25,41,103.576,3696
Dijkstra,List,600,0.25,41,4.979,4012
BellmanFord,Matrix,600,0.25,41,124.297,3696
BellmanFord,List,600,0.25,41,127.863,4012
Prim,Matrix,600,0.25,42,62.534,1489
Prim,List,600,0.25,42,5.461,1339
Kruskal,Matrix,600,0.25,42,2.957,1489
Kruskal,List,600,0.25,42,4.308,1339
Dijkstra,Matrix,600,0.25,42,103.469,15527
Dijkstra,List,600,0.25,42,4.451,11353
BellmanFord,Matrix,600,0.25,42,122.366,15527
BellmanFord,List,600,0.25,42,126.677,11353
Prim,Matrix,600,0.25,43,60.685,1239
Prim,List,600,0.25,43,4.727,1312
Kruskal,Matrix,600,0.25,43,2.887,1239
Kruskal,List,600,0.25,43,4.381,1312
Dijkstra,Matrix,600,0.25,43,109.123,4351
Dijkstra,List,600,0.25,43,4.858,4680
BellmanFord,Matrix,600,0.25,43,125.037,4351
BellmanFord,List,600,0.25,43,128.237,4680
Prim,Matrix,600,0.25,44,60.759,1306
Prim,List,600,0.25,44,4.935,1290
Kruskal,Matrix,600,0.25,44,2.928,1306
Kruskal,List,600,0.25,44,11.696,1290
Dijkstra,Matrix,600,0.25,44,103.273,18788
Dijkstra,List,600,0.25,44,4.273,22292
BellmanFord,Matrix,600,0.25,44,124.042,18788
BellmanFord,List,600,0.25,44,126.821,22292
Prim,Matrix,600,0.25,45,60.638,1228
Prim,List,600,0.25,45,4.857,1242
Kruskal,Matrix,600,0.25,45,2.912,1228
Kruskal,List,600,0.25,45,4.43,1242
Dijkstra,Matrix,600,0.25,45,103.519,35684
Dijkstra,List,600,0.25,45,4.944,51447
BellmanFord,Matrix,600,0.25,45,124.523,35684
BellmanFord,List,600,0.25,45,127.202,51447
Prim,Matrix,600,0.25,46,60.825,1228
Prim,List,600,0.25,46,4.597,1329
Kruskal,Matrix,600,0.25,46,2.89,1228
Kruskal,List,600,0.25,46,4.253,1329
Dijkstra,Matrix,600,0.25,46,103.06,249782
Dijkstra,List,600,0.25,46,5.811,42293
BellmanFord,Matrix,600,0.25,46,123.692,249782
BellmanFord,List,600,0.25,46,126.735,42293
Prim,Matrix,600,0.25,47,61.007,1255
Prim,List,600,0.25,47,5.058,1303
Kruskal,Matrix,600,0.25,47,3.361,1255
Kruskal,List,600,0.25,47,4.43,1303
Dijkstra,Matrix,600,0.25,47,105.891,4246
Dijkstra,List,600,0.25,47,4.523,3645
BellmanFord,Matrix,600,0.25,47,123.958,4246
BellmanFord,List,600,0.25,47,126.332,3645
Prim,Matrix,600,0.25,48,60.069,1488
Prim,List,600,0.25,48,3.983,1428
Kruskal,Matrix,600,0.25,48,2.886,1488
Kruskal,List,600,0.25,48,4.369,1428
Dijkstra,Matrix,600,0.25,48,104.184,3187
Dijkstra,List,600,0.25,48,4.347,3168
BellmanFord,Matrix,600,0.25,48,123.614,3187
BellmanFord,List,600,0.25,48,127.12,3168
Prim,Matrix,600,0.25,49,60.253,1246
Prim,List,600,0.25,49,4.615,1427
Kruskal,Matrix,600,0.25,49,3.389,1246
Kruskal,List,600,0.25,49,4.353,1427
Dijkstra,Matrix,600,0.25,49,103.634,62599
Dijkstra,List,600,0.25,49,4.299,184462
BellmanFord,Matrix,600,0.25,49,124.331,62599
BellmanFord,List,600,0.25,49,128.239,184462
Prim,Matrix,600,0.5,0,120.72,762
Prim,List,600,0.5,0,10.542,750
Kruskal,Matrix,600,0.5,0,5.994,762
Kruskal,List,600,0.5,0,9.762,750
Dijkstra,Matrix,600,0.5,0,211.513,11835
Dijkstra,List,600,0.5,0,9.878,11210
BellmanFord,Matrix,600,0.5,0,251.769,11835
BellmanFord,List,600,0.5,0,256.61,11210
Prim,Matrix,600,0.5,1,123.899,759
Prim,List,600,0.5,1,10.279,798
Kruskal,Matrix,600,0.5,1,6.359,759
Kruskal,List,600,0.5,1,9.214,798
Dijkstra,Matrix,600,0.5,1,211.583,2503
Dijkstra,List,600,0.5,1,9.187,2859
BellmanFord,Matrix,600,0.5,1,252.44,2503
BellmanFord,List,600,0.5,1,256.337,2859
Prim,Matrix,600,0.5,2,130.151,748
Prim,List,600,0.5,2,13.1,759
Kruskal,Matrix,600,0.5,2,6.594,748
Kruskal,List,600,0.5,2,10.964,759
Dijkstra,Matrix,600,0.5,2,211.911,7360
Dijkstra,List,600,0.5,2,10.426,4685
BellmanFord,Matrix,600,0.5,2,253.577,7360
BellmanFord,List,600,0.5,2,261.384,4685
Prim,Matrix,600,0.5,3,126.219,783
Prim,List,600,0.5,3,11.285,731
Kruskal,Matrix,600,0.5,3,6.1,783
Kruskal,List,600,0.5,3,10.743,731
Dijkstra,Matrix,600,0.5,3,212.631,2419
Dijkstra,List,600,0.5,3,11.234,2735
BellmanFord,Matrix,600,0.5,3,254.213,2419
BellmanFord,List,600,0.5,3,259.603,2735
Prim,Matrix,600,0.5,4,123.809,777
Prim,List,600,0.5,4,10.043,755
Kruskal,Matrix,600,0.5,4,6.283,777
Kruskal,List,600,0.5,4,9.347,755
Dijkstra,Matrix,600,0.5,4,210.632,3270
Dijkstra,List,600,0.5,4,9.799,3679
BellmanFord,Matrix,600,0.5,4,251.551,3270
BellmanFord,List,600,0.5,4,256.765,3679
Prim,Matrix,600,0.5,5,123.092,776
Prim,List,600,0.5,5,10.314,738
Kruskal,Matrix,600,0.5,5,6.226,776
Kruskal,List,600,0.5,5,9.36,738
Dijkstra,Matrix,600,0.5,5,214.313,8822
Dijkstra,List,600,0.5,5,11.382,4799
BellmanFord,Matrix,600,0.5,5,254.572,8822
BellmanFord,List,600,0.5,5,257.733,4799
Prim,Matrix,600,0.5,6,123.508,756
Prim,List,600,0.5,6,11.064,742
Kruskal,Matrix,600,0.5,6,6.391,756
Kruskal,List,600,0.5,6,9.846,742
Dijkstra,Matrix,600,0.5,6,208.711,2829
Dijkstra,List,600,0.5,6,9.804,2974
BellmanFord,Matrix,600,0.5,6,247.782,2829
BellmanFord,List,600,0.5,6,252.967,2974
Prim,Matrix,600,0.5,7,122.86,754
Prim,List,600,0.5,7,12.41,743
Kruskal,Matrix,600,0.5,7,6.47,754
Kruskal,List,600,0.5,7,10.308,743
Dijkstra,Matrix,600,0.5,7,206.499,5379
Dijkstra,List,600,0.5,7,10.653,4420
BellmanFord,Matrix,600,0.5,7,248.188,5379
BellmanFord,List,600,0.5,7,255.534,4420
Prim,Matrix,600,0.5,8,122.164,762
Prim,List,600,0.5,8,10.404,753
Kruskal,Matrix,600,0.5,8,5.92,762
Kruskal,List,600,0.5,8,9.342,753
Dijkstra,Matrix,600,0.5,8,206.009,2657
Dijkstra,List,600,0.5,8,10.08,2503
BellmanFord,Matrix,600,0.5,8,249.561,2657
BellmanFord,List,600,0.5,8,256.892,2503
Prim,Matrix,600,0.5,9,121.115,730
Prim,List,600,0.5,9,11.488,771
Kruskal,Matrix,600,0.5,9,6.203,730
Kruskal,List,600,0.5,9,9.849,771
Dijkstra,Matrix,600,0.5,9,206.642,9583
Dijkstra,List,600,0.5,9,11.013,6958
BellmanFord,Matrix,600,0.5,9,249.678,9583
BellmanFord,List,600,0.5,9,257.017,6958
Prim,Matrix,600,0.5,10,120.894,750
Prim,List,600,0.5,10,10.892,767
Kruskal,Matrix,600,0.5,10,6.107,750
Kruskal,List,600,0.5,10,9.518,767
Dijkstra,Matrix,600,0.5,10,215.039,7983
Dijkstra,List,600,0.5,10,10.388,25906
BellmanFord,Matrix,600,0.5,10,259.046,7983
BellmanFord,List,600,0.5,10,258.817,25906
Prim,Matrix,600,0.5,11,124.001,755
Prim,List,600,0.5,11,10.666,745
Kruskal,Matrix,600,0.5,11,6.363,755
Kruskal,List,600,0.5,11,9.702,745
Dijkstra,Matrix,600,0.5,11,212.63,20706
Dijkstra,List,600,0.5,11,9.289,8415
BellmanFord,Matrix,600,0.5,11,252.503,20706
BellmanFord,List,600,0.5,11,257.648,8415
Prim,Matrix,600,0.5,12,125.259,780
Prim,List,600,0.5,12,11.799,747
Kruskal,Matrix,600,0.5,12,6.552,780
Kruskal,List,600,0.5,12,10.938,747
Dijkstra,Matrix,600,0.5,12,214.811,2517
Dijkstra,List,600,0.5,12,9.823,3051
BellmanFord,Matrix,600,0.5,12,251.792,2517
BellmanFord,List,600,0.5,12,254.84,3051
Prim,Matrix,600,0.5,13,121.575,792
Prim,List,600,0.5,13,10.539,776
Kruskal,Matrix,600,0.5,13,6.213,792
Kruskal,List,600,0.5,13,9.275,776
Dijkstra,Matrix,600,0.5,13,207.577,2836
Dijkstra,List,600,0.5,13,9.789,2304
BellmanFord,Matrix,600,0.5,13,272.253,2836
BellmanFord,List,600,0.5,13,255.814,2304
Prim,Matrix,600,0.5,14,126.45,778
Prim,List,600,0.5,14,10.385,768
Kruskal,Matrix,600,0.5,14,6.115,778
Kruskal,List,600,0.5,14,9.177,768
Dijkstra,Matrix,600,0.5,14,211.61,2639
Dijkstra,List,600,0.5,14,9.239,2650
BellmanFord,Matrix,600,0.5,14,264.212,2639
BellmanFord,List,600,0.5,14,261.769,2650
Prim,Matrix,600,0.5,15,120.994,750
Prim,List,600,0.5,15,10.348,757
Kruskal,Matrix,600,0.5,15,6.108,750
Kruskal,List,600,0.5,15,9.31,757
Dijkstra,Matrix,600,0.5,15,210.43,4214
Dijkstra,List,600,0.5,15,10.918,7283
BellmanFord,Matrix,600,0.5,15,252.733,4214
BellmanFord,List,600,0.5,15,259.853,7283
Prim,Matrix,600,0.5,16,124.395,754
Prim,List,600,0.5,16,10.44,738
